Categoría,Nombre,url,Precio Inicio(€),Precio/unidad (€),Unidad,Supermercado,Fecha
Cereales,Muesli extra Gran Dia caja 500 g,https://www.dia.es/galletas-bollos-y-cereales/cereales/p/222746,"1,95 €","3,9 €",KILO,Dia,12/03/2024
Cocacola,Refresco de cola clásica Coca-Cola botella 2 x 2 l,https://www.dia.es/agua-refrescos-y-zumos/cola/p/38406,"3,9 €","0,93 €",LITRO,Dia,12/03/2024
Cocacola,Refresco de cola clásica Coca-Cola lata 12 x 33 cl,https://www.dia.es/agua-refrescos-y-zumos/cola/p/30319,"10,44 €","2,45 €",LITRO,Dia,12/03/2024
Cocacola,Refresco de cola Hola Cola botella 4 x 2 l,https://www.dia.es/agua-refrescos-y-zumos/cola/p/10065P4,"3,2 €","0,4 €",LITRO,Dia,12/03/2024
Cocacola,Refresco de cola zero Coca-Cola botella 2 x 2 l,https://www.dia.es/agua-refrescos-y-zumos/cola/p/82492,"3,9 €","0,93 €",LITRO,Dia,12/03/2024
Cocacola,Refresco de cola zero Coca-Cola lata 12 x 33 cl,https://www.dia.es/agua-refrescos-y-zumos/cola/p/79802,"10,44 €","2,64 €",LITRO,Dia,12/03/2024
Cocacola,Refresco de cola zero Hola Cola botella 2 l,https://www.dia.es/agua-refrescos-y-zumos/cola/p/130617,"0,7 €","0,35 €",LITRO,Dia,12/03/2024
Cocacola,Refresco de cola zero Hola Cola botella 6 x 50 cl,https://www.dia.es/agua-refrescos-y-zumos/cola/p/203768P6,"3,3 €","1,1 €",LITRO,Dia,12/03/2024
Cocacola,Refresco de cola zero Hola Cola lata 12 x 33 cl,https://www.dia.es/agua-refrescos-y-zumos/cola/p/107157P12,"3,84 €","0,97 €",LITRO,Dia,12/03/2024
Cocacola,Refresco de cola zero Pepsi botella 2 x 1.75 l,https://www.dia.es/agua-refrescos-y-zumos/cola/p/214844,"3,3 €","0,94 €",LITRO,Dia,12/03/2024
Cocacola,Refresco de cola zero sin cafeína Hola Cola lata 6 x 33 cl,https://www.dia.es/agua-refrescos-y-zumos/cola/p/222479P6,"1,92 €","0,97 €",LITRO,Dia,12/03/2024
Fanta_de_limon,Refresco de lima limón Upss botella 2 l,https://www.dia.es/agua-refrescos-y-zumos/limon-lima-limon/p/44314,"0,95 €","0,48 €",LITRO,Dia,12/03/2024
Fanta_de_limon,Refresco de lima limón zero Seven up lata 33 cl,https://www.dia.es/agua-refrescos-y-zumos/limon-lima-limon/p/1172,"0,59 €","1,79 €",LITRO,Dia,12/03/2024
Fanta_de_limon,Refresco de limón 6% zumo con gas Upss botella 2 l,https://www.dia.es/agua-refrescos-y-zumos/limon-lima-limon/p/82954,"0,95 €","0,48 €",LITRO,Dia,12/03/2024
Fanta_de_limon,Refresco de limón Fanta botella 2 l,https://www.dia.es/agua-refrescos-y-zumos/limon-lima-limon/p/684,"1,79 €","0,9 €",LITRO,Dia,12/03/2024
Fanta_de_limon,Refresco de limón Fanta lata 33 cl,https://www.dia.es/agua-refrescos-y-zumos/limon-lima-limon/p/686,"0,75 €","2,27 €",LITRO,Dia,12/03/2024
Fanta_de_limon,Refresco de limón sin gas Upss botella 1.5 l,https://www.dia.es/agua-refrescos-y-zumos/otras-bebidas/p/35487,"1,05 €","0,7 €",LITRO,Dia,12/03/2024
Fanta_de_limon,Refresco de limón Upss lata 33 cl,https://www.dia.es/agua-refrescos-y-zumos/limon-lima-limon/p/43869,"0,35 €","1,06 €",LITRO,Dia,12/03/2024
Fanta_de_limon,Refresco de limón zero Fanta botella 2 l,https://www.dia.es/agua-refrescos-y-zumos/limon-lima-limon/p/103131,"1,79 €","0,9 €",LITRO,Dia,12/03/2024
Fanta_de_limon,Refresco de limón zero Fanta lata 33 cl,https://www.dia.es/agua-refrescos-y-zumos/limon-lima-limon/p/13185,"0,75 €","2,27 €",LITRO,Dia,12/03/2024
Fanta_de_limon,Refresco de limón zero Upss botella 2 l,https://www.dia.es/agua-refrescos-y-zumos/limon-lima-limon/p/127633,"0,95 €","0,48 €",LITRO,Dia,12/03/2024
Fanta_de_naranja,Refresco de naranja Fanta botella 2 l,https://www.dia.es/agua-refrescos-y-zumos/naranja/p/685,"1,79 €","0,9 €",LITRO,Dia,12/03/2024
Fanta_de_naranja,Refresco de naranja Fanta botella 2 x 2 l,https://www.dia.es/agua-refrescos-y-zumos/naranja/p/66536,"3,5 €","0,88 €",LITRO,Dia,12/03/2024
Fanta_de_naranja,Refresco de naranja Fanta lata 33 cl,https://www.dia.es/agua-refrescos-y-zumos/naranja/p/687,"0,75 €","2,27 €",LITRO,Dia,12/03/2024
Fanta_de_naranja,Refresco de naranja Fanta lata 9 x 33 cl,https://www.dia.es/agua-refrescos-y-zumos/naranja/p/150102,"6,57 €","2,21 €",LITRO,Dia,12/03/2024
Fanta_de_naranja,Refresco de naranja sin gas Upss botella 1.5 l,https://www.dia.es/agua-refrescos-y-zumos/otras-bebidas/p/35488,"1,05 €","0,7 €",LITRO,Dia,12/03/2024
Fanta_de_naranja,Refresco de naranja Upss botella 2 l,https://www.dia.es/agua-refrescos-y-zumos/naranja/p/35484,"0,95 €","0,48 €",LITRO,Dia,12/03/2024
Fanta_de_naranja,Refresco de naranja Upss lata 33 cl,https://www.dia.es/agua-refrescos-y-zumos/naranja/p/43867,"0,35 €","1,06 €",LITRO,Dia,12/03/2024
Fanta_de_naranja,Refresco de naranja zero Fanta botella 2 l,https://www.dia.es/agua-refrescos-y-zumos/naranja/p/103130,"1,79 €","0,9 €",LITRO,Dia,12/03/2024
Fanta_de_naranja,Refresco de naranja zero Fanta lata 33 cl,https://www.dia.es/agua-refrescos-y-zumos/naranja/p/13179,"0,75 €","2,27 €",LITRO,Dia,12/03/2024
Fanta_de_naranja,Refresco de naranja zero Upss botella 2 l,https://www.dia.es/agua-refrescos-y-zumos/naranja/p/127634,"0,95 €","0,48 €",LITRO,Dia,12/03/2024
Galletas,Galleta rellena de crema de chocolate Principe paquete 3 x 300 g,https://www.dia.es/galletas-bollos-y-cereales/galletas/p/189842,"5,39 €","5,99 €",KILO,Dia,12/03/2024
Galletas,Galletas de cacao rellenas de crema Galleteca caja 220 g,https://www.dia.es/galletas-bollos-y-cereales/galletas/p/220174,"1,05 €","4,77 €",KILO,Dia,12/03/2024
Galletas,Galletas de cereales con vitaminas Artiach Dinosaurus caja 411 g,https://www.dia.es/galletas-bollos-y-cereales/galletas/p/37967,"3,49 €","8,49 €",KILO,Dia,12/03/2024
Galletas,Galletas de desayuno Cuétara Tostarica caja 570 g,https://www.dia.es/galletas-bollos-y-cereales/galletas/p/148067,"2,99 €","5,25 €",KILO,Dia,12/03/2024
Galletas,Galletas de desayuno la buena maría Fontaneda caja 800 g,https://www.dia.es/galletas-bollos-y-cereales/galletas/p/34338,"3,29 €","4,11 €",KILO,Dia,12/03/2024
Galletas,Galletas dorada maría Galleteca paquete 800 g,https://www.dia.es/galletas-bollos-y-cereales/galletas/p/149293,"1,6 €",2 €,KILO,Dia,12/03/2024
Galletas,Galletas maría Galleteca paquete 800 g,https://www.dia.es/galletas-bollos-y-cereales/galletas/p/469,"1,6 €",2 €,KILO,Dia,12/03/2024
Galletas,Galletas relieve Galleteca caja 735 g,https://www.dia.es/galletas-bollos-y-cereales/galletas/p/12008,"1,69 €","2,3 €",KILO,Dia,12/03/2024
Galletas,Galletas rellenas de crema de chocolate Galleteca paquete 500 g,https://www.dia.es/galletas-bollos-y-cereales/galletas/p/32812,"1,2 €","2,4 €",KILO,Dia,12/03/2024
Galletas,Galletas tostaditas Galleteca caja 600 g,https://www.dia.es/galletas-bollos-y-cereales/galletas/p/206129,"1,79 €","2,98 €",KILO,Dia,12/03/2024
Garbanzos,Garbanzo cocido pedrosillano Vegecampo frasco 400 g,https://www.dia.es/arroz-pastas-y-legumbres/garbanzos/p/268896,"1,05 €","2,63 €",KILO,Dia,12/03/2024
Garbanzos,Garbanzo pedrosillano Vegecampo bolsa 1 Kg,https://www.dia.es/arroz-pastas-y-legumbres/garbanzos/p/194830,"1,95 €","1,95 €",KILO,Dia,12/03/2024
Garbanzos,Garbanzos cocidos bajo contenido en sal Vegecampo frasco 400 g,https://www.dia.es/arroz-pastas-y-legumbres/garbanzos/p/222740,"0,99 €","2,48 €",KILO,Dia,12/03/2024
Garbanzos,Garbanzos cocidos extra Vegecampo frasco 210 g,https://www.dia.es/arroz-pastas-y-legumbres/garbanzos/p/284017,"0,7 €","3,33 €",KILO,Dia,12/03/2024
Garbanzos,Garbanzos cocidos extra Vegecampo frasco 400 g,https://www.dia.es/arroz-pastas-y-legumbres/garbanzos/p/1232,"0,85 €","2,13 €",KILO,Dia,12/03/2024
Garbanzos,Garbanzos cocidos Luengo frasco 400 g,https://www.dia.es/arroz-pastas-y-legumbres/garbanzos/p/101720,"1,3 €","2,6 €",KILO,Dia,12/03/2024
Garbanzos,Garbanzos con verduras cocidas Luengo frasco 400 g,https://www.dia.es/arroz-pastas-y-legumbres/garbanzos/p/189831,"1,45 €","3,63 €",KILO,Dia,12/03/2024
Garbanzos,Garbanzos extra Vegecampo bolsa 1 Kg,https://www.dia.es/arroz-pastas-y-legumbres/garbanzos/p/155,"2,69 €","2,69 €",KILO,Dia,12/03/2024
Garbanzos,Garbanzos Luengo bolsa 1 Kg,https://www.dia.es/arroz-pastas-y-legumbres/garbanzos/p/73816,"3,79 €","3,79 €",KILO,Dia,12/03/2024
Garbanzos,Hummus clásico Al Punto tarrina 220 g,https://www.dia.es/arroz-pastas-y-legumbres/garbanzos/p/278849,"1,29 €","5,86 €",KILO,Dia,12/03/2024
Leche,Leche desnatada Central Lechera Asturiana brik 6 x 1 l,https://www.dia.es/leche-huevos-y-mantequilla/leche/p/16066P6,"6,84 €","1,14 €",LITRO,Dia,12/03/2024
Leche,Leche desnatada Dia Láctea brik 6 x 1 l,https://www.dia.es/leche-huevos-y-mantequilla/leche/p/607P6,"5,1 €","0,85 €",LITRO,Dia,12/03/2024
Leche,Leche desnatada sin lactosa Dia Láctea brik 6 x 1 l,https://www.dia.es/leche-huevos-y-mantequilla/leche/p/185450P6,"5,58 €","0,93 €",LITRO,Dia,12/03/2024
Leche,Leche entera Central Lechera Asturiana brik 6 x 1 l,https://www.dia.es/leche-huevos-y-mantequilla/leche/p/16065P6,"6,84 €","1,14 €",LITRO,Dia,12/03/2024
Leche,Leche entera Dia Láctea brik 6 x 1 l,https://www.dia.es/leche-huevos-y-mantequilla/leche/p/608P6,"5,46 €","0,91 €",LITRO,Dia,12/03/2024
Leche,Leche entera Pascual brik 6 x 1 l,https://www.dia.es/leche-huevos-y-mantequilla/leche/p/73676P6,"7,8 €","1,3 €",LITRO,Dia,12/03/2024
Leche,Leche semidesnatada Central Lechera Asturiana brik 6 x 1 l,https://www.dia.es/leche-huevos-y-mantequilla/leche/p/17548P6,"6,84 €","1,14 €",LITRO,Dia,12/03/2024
Leche,Leche semidesnatada Dia Láctea brik 1 l,https://www.dia.es/leche-huevos-y-mantequilla/leche/p/504,"0,87 €","0,87 €",LITRO,Dia,12/03/2024
Leche,Leche semidesnatada Dia Láctea brik 6 x 1 l,https://www.dia.es/leche-huevos-y-mantequilla/leche/p/504P6,"5,22 €","0,87 €",LITRO,Dia,12/03/2024
Leche,Leche semidesnatada sin lactosa Dia Láctea brik 6 x 1 l,https://www.dia.es/leche-huevos-y-mantequilla/leche/p/130063P6,"5,7 €","0,95 €",LITRO,Dia,12/03/2024
Lentejas,Lenteja castellana Vegecampo bolsa 1 Kg,https://www.dia.es/arroz-pastas-y-legumbres/lentejas/p/157,"1,88 €","1,88 €",KILO,Dia,12/03/2024
Lentejas,Lenteja pardina cocida Luengo frasco 400 g,https://www.dia.es/arroz-pastas-y-legumbres/lentejas/p/282306,"1,45 €","3,63 €",KILO,Dia,12/03/2024
Lentejas,Lenteja pardina Legumbres La Asturiana bolsa 1 Kg,https://www.dia.es/arroz-pastas-y-legumbres/lentejas/p/38252,"4,8 €","4,8 €",KILO,Dia,12/03/2024
Lentejas,Lenteja pardina Legumbres La Asturiana bolsa 500 g,https://www.dia.es/arroz-pastas-y-legumbres/lentejas/p/50740,"2,45 €","4,9 €",KILO,Dia,12/03/2024
Lentejas,Lenteja pardina Luengo bolsa 1 Kg,https://www.dia.es/arroz-pastas-y-legumbres/lentejas/p/189343,"3,79 €","3,79 €",KILO,Dia,12/03/2024
Lentejas,Lenteja pardina Luengo bolsa 500 g,https://www.dia.es/arroz-pastas-y-legumbres/lentejas/p/1878,"1,95 €","3,9 €",KILO,Dia,12/03/2024
Lentejas,Lenteja roja pelada Luengo bolsa 400 g,https://www.dia.es/arroz-pastas-y-legumbres/lentejas/p/300816,"2,39 €","5,98 €",KILO,Dia,12/03/2024
Lentejas,Lenteja roja Vegecampo bolsa 1 Kg,https://www.dia.es/arroz-pastas-y-legumbres/lentejas/p/291145,"1,89 €","1,89 €",KILO,Dia,12/03/2024
Lentejas,Lentejas cocidas Vegecampo frasco 210 g,https://www.dia.es/arroz-pastas-y-legumbres/lentejas/p/290920,"0,75 €","3,57 €",KILO,Dia,12/03/2024
Lentejas,Lentejas cocidas Vegecampo frasco 400 g,https://www.dia.es/arroz-pastas-y-legumbres/lentejas/p/58809,"0,9 €","2,25 €",KILO,Dia,12/03/2024
Manzanas,Manzana fuji bolsa 1 Kg,https://www.dia.es/frutas/manzanas/p/54268,"2,69 €","2,69 €",KILO,Dia,12/03/2024
Manzanas,Manzana golden bolsa 1 Kg,https://www.dia.es/frutas/manzanas/p/171233,"1,49 €","1,49 €",KILO,Dia,12/03/2024
Manzanas,Manzana golden granel 1 Kg aprox.,https://www.dia.es/frutas/manzanas/p/97,"2,19 €","2,19 €",KILO,Dia,12/03/2024
Manzanas,Manzana granny granel 800 g aprox.,https://www.dia.es/frutas/manzanas/p/42085,"1,75 €","2,19 €",KILO,Dia,12/03/2024
Manzanas,Manzana pink lady bandeja 550 g,https://www.dia.es/frutas/manzanas/p/159307,"1,99 €","3,62 €",KILO,Dia,12/03/2024
Manzanas,Manzana reineta granel 1 Kg aprox.,https://www.dia.es/frutas/manzanas/p/91,"2,69 €","2,69 €",KILO,Dia,12/03/2024
Manzanas,Manzana roja bolsa 1 Kg,https://www.dia.es/frutas/manzanas/p/11466,"1,99 €","1,99 €",KILO,Dia,12/03/2024
Manzanas,Manzana roja selección granel 1 Kg aprox.,https://www.dia.es/frutas/manzanas/p/69,"2,49 €","2,49 €",KILO,Dia,12/03/2024
Naranja_y_mandarina,Mandarina granel 500 g aprox.,https://www.dia.es/frutas/naranjas-y-mandarinas/p/84,"1,2 €","2,39 €",KILO,Dia,12/03/2024
Naranja_y_mandarina,Mandarina malla 1 Kg,https://www.dia.es/frutas/naranjas-y-mandarinas/p/11464,"1,49 €","1,49 €",KILO,Dia,12/03/2024
Naranja_y_mandarina,Mandarina selección bandeja 750 g,https://www.dia.es/frutas/naranjas-y-mandarinas/p/257839,"1,89 €","2,52 €",KILO,Dia,12/03/2024
Naranja_y_mandarina,Mandarina Torres Selección malla 750 g,https://www.dia.es/frutas/naranjas-y-mandarinas/p/206952,"2,49 €","3,32 €",KILO,Dia,12/03/2024
Naranja_y_mandarina,Naranja especial para zumo malla 4 Kg,https://www.dia.es/frutas/naranjas-y-mandarinas/p/13627,"5,59 €","1,4 €",KILO,Dia,12/03/2024
Naranja_y_mandarina,Naranja selección granel 1 Kg aprox.,https://www.dia.es/frutas/naranjas-y-mandarinas/p/175058,"2,49 €","2,49 €",KILO,Dia,12/03/2024
Naranja_y_mandarina,Naranjas de mesa malla 2 Kg,https://www.dia.es/frutas/naranjas-y-mandarinas/p/11467,"2,99 €","1,5 €",KILO,Dia,12/03/2024
Naranja_y_mandarina,Zumo de naranja recién exprimido botella 1 l,https://www.dia.es/frutas/naranjas-y-mandarinas/p/180348,"3,49 €","3,49 €",LITRO,Dia,12/03/2024
Naranja_y_mandarina,Zumo de naranja recién exprimido botella 250 ml,https://www.dia.es/frutas/naranjas-y-mandarinas/p/176479,"1,99 €","7,96 €",LITRO,Dia,12/03/2024
Naranja_y_mandarina,Zumo de naranja recién exprimido botella 500 ml,https://www.dia.es/frutas/naranjas-y-mandarinas/p/176480,"2,99 €","5,98 €",LITRO,Dia,12/03/2024
Pasta_y_fideos,Espagueti Al Diante bolsa 1 Kg,https://www.dia.es/arroz-pastas-y-legumbres/pastas/p/52208,"1,3 €","1,3 €",KILO,Dia,12/03/2024
Pasta_y_fideos,Espagueti nº 5 Barilla caja 500 g,https://www.dia.es/arroz-pastas-y-legumbres/pastas/p/16567,"1,79 €","3,58 €",KILO,Dia,12/03/2024
Pasta_y_fideos,Espaguetis nº 3 Gallo bolsa 450 g,https://www.dia.es/arroz-pastas-y-legumbres/pastas/p/69539,"1,33 €","2,96 €",KILO,Dia,12/03/2024
Pasta_y_fideos,Espirales tricolor Al Diante bolsa 500 g,https://www.dia.es/arroz-pastas-y-legumbres/pastas/p/33117,"0,95 €","1,9 €",KILO,Dia,12/03/2024
