Categoría,Nombre,Cantidad,Suma de Precio Inicio(€),Suma de Precio Oferta(€),Cantidad del precio,Supermercado,Fecha
Setas_y_champinones,Champiñón grande,Bandeja 430 g aprox.,2.21,,ud.,Mercadona,2024-03-11 00:00:00
Setas_y_champinones,Champiñón laminado limpio,Bandeja 320 g aprox.,1.99,,ud.,Mercadona,2024-03-11 00:00:00
Setas_y_champinones,Champiñón pequeño,Bandeja 300 g aprox.,1.43,,ud.,Mercadona,2024-03-11 00:00:00
Setas_y_champinones,Champiñón Portobello,Bandeja 300 g aprox.,2.03,,ud.,Mercadona,2024-03-11 00:00:00
Hierbas_aromaticas,Cilantro,Bandeja 20 g,1.25,,ud.,Mercadona,2024-03-11 00:00:00
Huevos,Claras de huevo líquidas pasteurizadas,Botella 1 L,2.7,2.6,ud.,Mercadona,2024-03-11 00:00:00
Huevos,Claras de huevo líquidas pasteurizadas,Botella 300 ml,1.55,,ud.,Mercadona,2024-03-11 00:00:00
Repollo_y_col,Col lombarda,"Pieza 1,1 kg aprox.",2.03,,ud.,Mercadona,2024-03-11 00:00:00
Repollo_y_col,Coliflor,"Pieza 1,04 kg aprox.",2.06,,ud.,Mercadona,2024-03-11 00:00:00
Cereales_integrales_y_muesli,Copos crujientes de cereales Granola Hacendado con trozos de fresas,Paquete 400 g,2.4,,ud.,Mercadona,2024-03-11 00:00:00
Cereales_integrales_y_muesli,Copos de avena Brüggen,Caja 500 g,0.95,,ud.,Mercadona,2024-03-11 00:00:00
Arroz,Cous cous mediano Bia,Caja 1 kg,1.9,1.85,ud.,Mercadona,2024-03-11 00:00:00
Leche_condensada_y_otros,Crema de leche para café Campina,Paquete 20 ud. (200 ml),1.1,,ud.,Mercadona,2024-03-11 00:00:00
Vinagre_y_otros_aderezos,Crema de vinagre balsámico de Módena Hacendado,Botella 250 g,1.75,,ud.,Mercadona,2024-03-11 00:00:00
Edulcorantes_y_otros,Edulcorante en pastillas sacarina Hacendado,Bote 850 pastillas (52 g),1.15,,ud.,Mercadona,2024-03-11 00:00:00
Edulcorantes_y_otros,Edulcorante en pastillas stevia Hacendado,Bote 175 pastillas (9 g),1.85,,ud.,Mercadona,2024-03-11 00:00:00
Edulcorantes_y_otros,Edulcorante en sobres sacarina Hacendado,Caja 60 sobres (60 g),1.15,,ud.,Mercadona,2024-03-11 00:00:00
Edulcorantes_y_otros,Edulcorante en sobres stevia Hacendado,Caja 54 sobres (54 g),2,,ud.,Mercadona,2024-03-11 00:00:00
Edulcorantes_y_otros,Edulcorante Eritritol y Sucralosa Hacendado,Bote 200 g,3.2,,ud.,Mercadona,2024-03-11 00:00:00
Edulcorantes_y_otros,Edulcorante granulado stevia Hacendado,Bote 200 g,3.1,,ud.,Mercadona,2024-03-11 00:00:00
Edulcorantes_y_otros,Edulcorante líquido sacarina Hacendado,Bote 150 ml,0.85,,ud.,Mercadona,2024-03-11 00:00:00
Edulcorantes_y_otros,Edulcorante líquido stevia Hacendado,Bote 150 ml,2.05,,ud.,Mercadona,2024-03-11 00:00:00
Otras_verduras_y_hortalizas,Espárrago verde fino,Paquete 250 g,2.25,,ud.,Mercadona,2024-03-11 00:00:00
Otras_verduras_y_hortalizas,Espárrago verde grueso,Paquete 300 g,3.69,3.39,ud.,Mercadona,2024-03-11 00:00:00
Otras_verduras_y_hortalizas,Espinacas cortadas,Paquete 300 g,1.2,,ud.,Mercadona,2024-03-11 00:00:00
Fideos,Fideo al huevo Hacendado,Paquete 500 g,1.35,,ud.,Mercadona,2024-03-11 00:00:00
Fideos,Fideo cabello de ángel Hacendado,Paquete 500 g,0.82,,ud.,Mercadona,2024-03-11 00:00:00
Fideos,Fideo grueso Hacendado,Paquete 500 g,0.82,,ud.,Mercadona,2024-03-11 00:00:00
Fideos,Fideo mediano Hacendado,Paquete 500 g,0.82,,ud.,Mercadona,2024-03-11 00:00:00
Fideos_orientales,Fideos orientales sabor picante Hacendado,Vaso 65 g,1,,ud.,Mercadona,2024-03-11 00:00:00
Fideos_orientales,Fideos orientales sabor pollo Hacendado,Vaso 65 g,0.95,0.85,ud.,Mercadona,2024-03-11 00:00:00
Fideos_orientales,Fideos orientales Yakisoba classic Gallina Blanca,Vaso 93 g,1.95,,ud.,Mercadona,2024-03-11 00:00:00
Fideos_orientales,Fideos orientales Yakisoba sabor soja Hacendado,Paquete 90 g,0.9,,ud.,Mercadona,2024-03-11 00:00:00
Fideos_orientales,Fideos orientales Yakisoba sabor soja Hacendado,Vaso 80 g,1.3,,ud.,Mercadona,2024-03-11 00:00:00
Fideos_orientales,Fideos orientales Yatekomo sabor pollo Gallina Blanca,3 vasos x 60 g,3.95,,pack,Mercadona,2024-03-11 00:00:00
Fideos_orientales,Fideos orientales Yatekomo sabor pollo Gallina Blanca,Vaso 60 g,1.55,,ud.,Mercadona,2024-03-11 00:00:00
Fideos,Fideuá Hacendado,Paquete 500 g,0.82,,ud.,Mercadona,2024-03-11 00:00:00
Verduras_al_vapor,Floretas de brócoli para microondas,Paquete 230 g,1.52,,ud.,Mercadona,2024-03-11 00:00:00
Otras_frutas,Frambuesas,Bandeja 170 g,2.5,,ud.,Mercadona,2024-03-11 00:00:00
Otras_frutas,Fresón,Bandeja 1 kg aprox.,4.29,,ud.,Mercadona,2024-03-11 00:00:00
Otras_frutas,Fresón,Bandeja 500 g aprox.,2.7,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_desayuno,Galletas canela Hacendado,Caja 2 paquetes (500 g),1.7,1.6,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas Caocream chocolate blanco Hacendado rellenas de crema,Caja 6 paquetes (252 g),1.35,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas Caocream Hacendado rellenas de crema,Caja 10 paquetes (440 g),1.6,1.55,ud.,Mercadona,2024-03-11 00:00:00
Galletas_surtidas,Galletas caramelizadas Lotus Biscoff,Paquete 12 ud. (186 g),1.5,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_integrales_y_digestive,Galletas Cereales & fibra Hacendado,Paquete 285 g,1.25,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas Choco con relleno de crema de cacao Hacendado recubiertas de chocolate con leche,Paquete 145 g,1.6,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas Choco leche con chocolatina Hacendado,Caja 4 paquetes (150 g),1.25,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas Choco negro con chocolatina Hacendado,Caja 4 paquetes (150 g),1.25,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas Chocominis sabor chocolate Hacendado,Caja 500 g,2.05,1.95,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas con chocolate blanco Hacendado,Caja 6 paquetes (236 g),1.25,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas con chocolate y crema de leche Hacendado,Caja 8 paquetes (268 g),2.3,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_surtidas,Galletas con mantequilla Hacendado,Caja 125 g,1.05,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas Cookies Hacendado,Paquete 225 g,1.2,1.15,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas cookies sin gluten y sin lactosa Hacendado,Paquete 200 g,1.95,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas Cream Cookies Hacendado,Paquete 160 g,1.45,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas Crunchy Choc Hacendado,Caja 520 g,2.4,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_integrales_y_digestive,Galletas de espelta Hacendado 0% azúcares añadidos,Paquete 200 g,1.25,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_surtidas,Galletas de mantequilla Hacendado Belgas,Caja 6 paquetes (180 g),1.6,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_surtidas,Galletas de mantequilla y chocolate Hacendado,Caja 340 g,2.85,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_integrales_y_digestive,Galletas Digestive 0% azúcares añadidos Hacendado,Paquete 400 g,1.45,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas Digestive avena chocolate con leche Hacendado,Paquete 280 g,1.3,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_integrales_y_digestive,Galletas Digestive avena Hacendado,Caja 8 paquetes (384 g),1.85,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_integrales_y_digestive,Galletas Digestive avena Hacendado,Paquete 425 g,1.15,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas Digestive chocolate con leche Hacendado,Paquete 300 g,1.05,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_integrales_y_digestive,Galletas Digestive fibra 23% Hacendado,Paquete 400 g,1.7,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_integrales_y_digestive,Galletas Digestive Hacendado,Paquete 2 ud. (800 g),1.8,1.75,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas Diverkao Hacendado,Caja 8 paquetes (312 g),1.55,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas Divertidas chocolate con leche Hacendado,Caja 6 paquetes (251 g),1.9,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_desayuno,Galletas Divertidas con cereales Hacendado,Caja 10 paquetes (411 g),2.15,2.05,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas María choco Hacendado,Paquete 265 g,1.1,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_desayuno,Galletas María dorada Hacendado,Paquete 4 ud. (800 g),1.6,1.55,ud.,Mercadona,2024-03-11 00:00:00
Galletas_desayuno,Galletas María dorada Hacendado 0% azúcares añadidos,Caja 2 paquetes (400 g),1.55,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_desayuno,Galletas María Fontaneda,Caja 4 paquetes (800 g),3.3,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_desayuno,Galletas María Hacendado,Paquete 4 ud. (800 g),1.6,1.55,ud.,Mercadona,2024-03-11 00:00:00
Galletas_integrales_y_digestive,Galletas María Integral Hacendado,Paquete 4 ud. (800 g),1.65,1.6,ud.,Mercadona,2024-03-11 00:00:00
Galletas_desayuno,Galletas María sin gluten y sin lactosa Hacendado,Paquete 205 g,1.55,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas mini caritas Hacendado con crema de cacao,Caja 8 paquetes (329 g),1.35,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas mini cookies Hacendado,Caja 4 paquetes (160 g),1.3,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas mini Oreo,Caja 4 paquetes (160 g),1.95,1.65,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas rebuenas Hacendado rellenas de chocolate,Paquete 500 g,1.2,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_desayuno,Galletas Relieve Hacendado,Paquete 3 ud. (645 g),1.5,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas rellenas de chocolate Hacendado 0% azúcares añadidos,Paquete 250 g,1.4,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Galletas Roditas bañadas con chocolate blanco Hacendado,Caja 4 paquetes (300 g),1.75,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_desayuno,Galletas tostadas Animadas Hacendado,Paquete 3 ud. (600 g),1.7,1.6,ud.,Mercadona,2024-03-11 00:00:00
Galletas_desayuno,Galletas tostadas Hacendado,Paquete 4 ud. (800 g),1.55,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_desayuno,Galletas tostadas Tosta Rica,Caja 3 paquetes (570 g),3,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_desayuno,Galletas tradicionales Hacendado,Caja 2 paquetes (600 g),2.2,2.15,ud.,Mercadona,2024-03-11 00:00:00
Garbanzos,Garbanzo cocido Hacendado,Tarro 295 g (210 g escurrido),0.65,,ud.,Mercadona,2024-03-11 00:00:00
Garbanzos,Garbanzo cocido Hacendado,Tarro 570 g (400 g escurrido),0.71,,ud.,Mercadona,2024-03-11 00:00:00
Garbanzos,Garbanzo cocido pedrosillano Hacendado,Tarro 570 g (400 g escurrido),1.06,,ud.,Mercadona,2024-03-11 00:00:00
Garbanzos,Garbanzo Hacendado,Paquete 1 kg,2.2,2.15,ud.,Mercadona,2024-03-11 00:00:00
Garbanzos,Garbanzo lechoso andaluz Hacendado,Paquete 1 kg,2.75,2.65,ud.,Mercadona,2024-03-11 00:00:00
Garbanzos,Garbanzo pedrosillano Hacendado,Paquete 1 kg,1.95,,ud.,Mercadona,2024-03-11 00:00:00
Gaseosa,Gaseosa Hacendado grande,"Botella 1,5 L",0.5,,ud.,Mercadona,2024-03-11 00:00:00
Gaseosa,Gaseosa Hacendado pequeña,6 botellas x 500 ml,1.92,,pack,Mercadona,2024-03-11 00:00:00
Gaseosa,Gaseosa Hacendado pequeña,Botella 500 ml,0.32,,ud.,Mercadona,2024-03-11 00:00:00
Gaseosa,Gaseosa La Casera grande,"2 botellas x 1,5 L",2.36,,pack,Mercadona,2024-03-11 00:00:00
Gaseosa,Gaseosa La Casera grande,"Botella 1,5 L",1.2,,ud.,Mercadona,2024-03-11 00:00:00
Arroz,Grano de avena cocida Sabroz,2 vasitos x 125 g,1.25,1.2,pack,Mercadona,2024-03-11 00:00:00
Fruta_tropical,Guacamole Hacendado,Tarrina 200 g,1.75,,ud.,Mercadona,2024-03-11 00:00:00
Fruta_tropical,Guacamole Hacendado,Tarrina 500 g,3.59,,ud.,Mercadona,2024-03-11 00:00:00
Macarrones_pajaritas_y_helices,Hélices con vegetales Hacendado,Paquete 1 kg,1.6,,ud.,Mercadona,2024-03-11 00:00:00
Macarrones_pajaritas_y_helices,Hélices Hacendado,Paquete 500 g,0.82,,ud.,Mercadona,2024-03-11 00:00:00
Hierbas_aromaticas,Hierbabuena,Paquete 40 g,1.35,,ud.,Mercadona,2024-03-11 00:00:00
Bebidas_vegetales,Horchata de chufa Hacendado,Brick 1 L,1.2,,ud.,Mercadona,2024-03-11 00:00:00
Huevos,Huevos,Paquete 24 ud.,3.8,,ud.,Mercadona,2024-03-11 00:00:00
Huevos,Huevos cocidos,Paquete 6 ud.,1.6,,ud.,Mercadona,2024-03-11 00:00:00
Huevos,Huevos de codorniz,Paquete 18 ud.,1.65,,ud.,Mercadona,2024-03-11 00:00:00
Huevos,Huevos de gallinas camperas,Paquete 12 ud.,2.62,,ud.,Mercadona,2024-03-11 00:00:00
Huevos,Huevos de gallinas camperas,Paquete 6 ud.,1.59,,ud.,Mercadona,2024-03-11 00:00:00
Huevos,Huevos grandes L,Paquete 12 ud.,2.2,,ud.,Mercadona,2024-03-11 00:00:00
Huevos,Huevos grandes L,Paquete 6 ud.,1.2,,ud.,Mercadona,2024-03-11 00:00:00
Huevos,Huevos medianos M,Paquete 12 ud.,2,,ud.,Mercadona,2024-03-11 00:00:00
Huevos,Huevos super grandes XL,Paquete 12 ud.,3.25,,ud.,Mercadona,2024-03-11 00:00:00
Hierbas_aromaticas,Jengibre,200 g aprox.,1.69,,pack,Mercadona,2024-03-11 00:00:00
Otras_verduras_y_hortalizas,Judía verde plana,Bandeja 750 g,3.25,2.99,ud.,Mercadona,2024-03-11 00:00:00
Otras_verduras_y_hortalizas,Judía verde plana,Paquete 350 g,1.89,,ud.,Mercadona,2024-03-11 00:00:00
Otras_verduras_y_hortalizas,Judía verde redonda,Bandeja 500 g,2.99,,ud.,Mercadona,2024-03-11 00:00:00
Fruta_tropical,Kiwi verde,Pieza 109 g aprox.,0.27,,ud.,Mercadona,2024-03-11 00:00:00
Fruta_tropical,Kiwis verdes,Bandeja 1 kg aprox.,2.88,,ud.,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche +Proteínas desnatada Hacendado,6 bricks x 1 L,7.5,,pack,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche +Proteínas desnatada Hacendado,Brick 1 L,1.25,,ud.,Mercadona,2024-03-11 00:00:00
Leche_condensada_y_otros,Leche condensada desnatada Nutricia,Bote 450 g,2.95,,ud.,Mercadona,2024-03-11 00:00:00
Leche_condensada_y_otros,Leche condensada entera Nutricia,Bote 1 kg,3.9,,ud.,Mercadona,2024-03-11 00:00:00
Leche_condensada_y_otros,Leche condensada entera Nutricia,Bote 397 g,2.3,,ud.,Mercadona,2024-03-11 00:00:00
Leche_condensada_y_otros,Leche condensada entera Nutricia,Bote 450 g,2.65,,ud.,Mercadona,2024-03-11 00:00:00
Bebidas_vegetales,Leche de coco Dee Thai,Bote 400 ml,1.4,,ud.,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche desnatada Asturiana,"6 botellas x 1,5 L",10.68,,pack,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche desnatada Asturiana,6 bricks x 1 L,6.84,,pack,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche desnatada Asturiana,"Botella 1,5 L",1.78,,ud.,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche desnatada Asturiana,Brick 1 L,1.14,,ud.,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche desnatada calcio Hacendado,6 bricks x 1 L,5.64,,pack,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche desnatada calcio Hacendado,Brick 1 L,0.94,,ud.,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche desnatada Hacendado,"6 botellas x 1,5 L",8.28,,pack,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche desnatada Hacendado,6 bricks x 1 L,5.1,,pack,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche desnatada Hacendado,"Botella 1,5 L",1.38,,ud.,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche desnatada Hacendado,Brick 1 L,0.85,,ud.,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche desnatada sin lactosa Hacendado,6 bricks x 1 L,5.58,,pack,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche desnatada sin lactosa Hacendado,Brick 1 L,0.93,,ud.,Mercadona,2024-03-11 00:00:00
Leche_desnatada,Leche en polvo desnatada,Paquete 700 g,5.2,,ud.,Mercadona,2024-03-11 00:00:00
Leche_entera,Leche entera Asturiana,"6 botellas x 1,5 L",10.68,,pack,Mercadona,2024-03-11 00:00:00
Leche_entera,Leche entera Asturiana,6 bricks x 1 L,6.84,,pack,Mercadona,2024-03-11 00:00:00
Leche_entera,Leche entera Asturiana,"Botella 1,5 L",1.78,,ud.,Mercadona,2024-03-11 00:00:00
Leche_entera,Leche entera Asturiana,Brick 1 L,1.14,,ud.,Mercadona,2024-03-11 00:00:00
Leche_entera,Leche entera calcio Hacendado,6 bricks x 1 L,6.6,,pack,Mercadona,2024-03-11 00:00:00
Leche_entera,Leche entera calcio Hacendado,Brick 1 L,1.1,,ud.,Mercadona,2024-03-11 00:00:00
Leche_entera,Leche entera fresca Hacendado,Botella 1 L,1.05,,ud.,Mercadona,2024-03-11 00:00:00
Leche_entera,Leche entera Hacendado,"6 botellas x 1,5 L",8.82,,pack,Mercadona,2024-03-11 00:00:00
Leche_entera,Leche entera Hacendado,6 bricks x 1 L,5.46,,pack,Mercadona,2024-03-11 00:00:00
Leche_entera,Leche entera Hacendado,6 mini bricks x 200 ml,1.6,,pack,Mercadona,2024-03-11 00:00:00
Leche_entera,Leche entera Hacendado,"Botella 1,5 L",1.47,,ud.,Mercadona,2024-03-11 00:00:00
Leche_entera,Leche entera Hacendado,Brick 1 L,0.91,,ud.,Mercadona,2024-03-11 00:00:00
Leche_entera,Leche entera sin lactosa Hacendado,6 bricks x 1 L,5.94,,pack,Mercadona,2024-03-11 00:00:00
Leche_entera,Leche entera sin lactosa Hacendado,Brick 1 L,0.99,,ud.,Mercadona,2024-03-11 00:00:00
Leche_condensada_y_otros,Leche evaporada Hacendado,3 mini bricks x 200 ml,1.6,,pack,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada Asturiana,"6 botellas x 1,5 L",10.68,,pack,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada Asturiana,6 bricks x 1 L,6.84,,pack,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada Asturiana,"Botella 1,5 L",1.78,,ud.,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada Asturiana,Brick 1 L,1.14,,ud.,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada calcio Hacendado,6 bricks x 1 L,5.76,,pack,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada calcio Hacendado,Brick 1 L,0.96,,ud.,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada de cabra Hacendado,6 bricks x 1 L,10.8,,pack,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada de cabra Hacendado,Brick 1 L,1.8,,ud.,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada fresca Hacendado,Botella 1 L,1.04,,ud.,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada Hacendado,"6 botellas x 1,5 L",8.46,,pack,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada Hacendado,6 bricks x 1 L,5.22,,pack,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada Hacendado,6 mini bricks x 200 ml,1.53,,pack,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada Hacendado,"Botella 1,5 L",1.41,,ud.,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada Hacendado,Brick 1 L,0.87,,ud.,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada sin lactosa Hacendado,"6 botellas x 1,5 L",9.18,,pack,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada sin lactosa Hacendado,6 bricks x 1 L,5.7,,pack,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada sin lactosa Hacendado,6 mini bricks x 200 ml,1.69,,pack,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada sin lactosa Hacendado,"Botella 1,5 L",1.53,,ud.,Mercadona,2024-03-11 00:00:00
Leche_semidesnatada,Leche semidesnatada sin lactosa Hacendado,Brick 1 L,0.95,,ud.,Mercadona,2024-03-11 00:00:00
Lentejas_y_otros,Lenteja cocida Hacendado,Tarro 295 g (210 g escurrido),0.75,0.7,ud.,Mercadona,2024-03-11 00:00:00
Lentejas_y_otros,Lenteja cocida Hacendado,Tarro 570 g (400 g escurrido),0.87,0.8,ud.,Mercadona,2024-03-11 00:00:00
Lentejas_y_otros,Lenteja Hacendado,Paquete 1 kg,1.88,,ud.,Mercadona,2024-03-11 00:00:00
Lentejas_y_otros,Lenteja pardina Hacendado,Paquete 1 kg,2.1,,ud.,Mercadona,2024-03-11 00:00:00
citricos,Lima,Pieza 100 g aprox.,0.4,,ud.,Mercadona,2024-03-11 00:00:00
citricos,Limón,Pieza 170 g aprox.,0.31,,ud.,Mercadona,2024-03-11 00:00:00
Vinagre_y_otros_aderezos,Limón exprimido Hacendado,Botella 280 ml,1,,ud.,Mercadona,2024-03-11 00:00:00
citricos,Limones,Malla 1 kg,1.69,1.55,ud.,Mercadona,2024-03-11 00:00:00
Macarrones_pajaritas_y_helices,Macarrón al huevo Hacendado,Paquete 500 g,1.35,,ud.,Mercadona,2024-03-11 00:00:00
Macarrones_pajaritas_y_helices,Macarrón fino Hacendado,Paquete 500 g,0.82,,ud.,Mercadona,2024-03-11 00:00:00
Macarrones_pajaritas_y_helices,Macarrón Hacendado,Paquete 1 kg,1.35,1.3,ud.,Mercadona,2024-03-11 00:00:00
Macarrones_pajaritas_y_helices,Macarrón Hacendado,Paquete 500 g,0.82,,ud.,Mercadona,2024-03-11 00:00:00
Macarrones_pajaritas_y_helices,Macarrón rayado Hacendado,Paquete 500 g,0.82,,ud.,Mercadona,2024-03-11 00:00:00
Otras_verduras_y_hortalizas,Maíz dulce en mazorca,Bandeja 2 ud.,2.99,,ud.,Mercadona,2024-03-11 00:00:00
Otras_verduras_y_hortalizas,Maíz dulce en mazorca cocido,Paquete 2 ud. (450 g),1.55,,ud.,Mercadona,2024-03-11 00:00:00
citricos,Mandarina,Malla 2 kg,3.98,,ud.,Mercadona,2024-03-11 00:00:00
citricos,Mandarina,Pieza 117 g aprox.,0.27,,ud.,Mercadona,2024-03-11 00:00:00
citricos,Mandarinas,"1,5 kg",3.59,,pack,Mercadona,2024-03-11 00:00:00
Fruta_tropical,Mango,Pieza 497 g aprox.,1.68,,ud.,Mercadona,2024-03-11 00:00:00
manzana_y_pera,Manzana Golden,Pieza 190 g aprox.,0.4,,ud.,Mercadona,2024-03-11 00:00:00
manzana_y_pera,Manzana Granny Smith,Pieza 211 g aprox.,0.44,,ud.,Mercadona,2024-03-11 00:00:00
manzana_y_pera,Manzana Reineta,Pieza 207 g aprox.,0.52,,ud.,Mercadona,2024-03-11 00:00:00
manzana_y_pera,Manzana roja acidulce,Pieza 220 g aprox.,0.53,,ud.,Mercadona,2024-03-11 00:00:00
manzana_y_pera,Manzana roja dulce,Pieza 200 g aprox.,0.55,,ud.,Mercadona,2024-03-11 00:00:00
manzana_y_pera,Manzanas Golden,"Bolsa 1,5 kg aprox.",2.84,,ud.,Mercadona,2024-03-11 00:00:00
manzana_y_pera,Manzanas rojas acidulces,"Bolsa 1,5 kg aprox.",2.54,,ud.,Mercadona,2024-03-11 00:00:00
manzana_y_pera,Manzanas rojas dulces,"Bolsa 1,5 kg aprox.",3.59,,ud.,Mercadona,2024-03-11 00:00:00
Otras_verduras_y_hortalizas,Media calabaza cacahuete,1/2 Pieza 603 g aprox.,1.27,,ud.,Mercadona,2024-03-11 00:00:00
Repollo_y_col,Media col lombarda,1/2 Pieza 570 g aprox.,1.2,,ud.,Mercadona,2024-03-11 00:00:00
Fruta_tropical,Media piña,1/2 Pieza 954 g aprox.,2.01,,ud.,Mercadona,2024-03-11 00:00:00
Melon_y_sandia,Media sandía baja en semillas,"1/2 Pieza 3,03 kg aprox.",6.93,,ud.,Mercadona,2024-03-11 00:00:00
Melon_y_sandia,Medio melón piel de sapo,"1/2 Pieza 1,9 kg aprox.",3.97,,ud.,Mercadona,2024-03-11 00:00:00
Repollo_y_col,Medio repollo liso,1/2 Pieza 796 g aprox.,1.54,,ud.,Mercadona,2024-03-11 00:00:00
Repollo_y_col,Medio repollo rizado,1/2 Pieza 627 g aprox.,1.22,,ud.,Mercadona,2024-03-11 00:00:00
Melon_y_sandia,Melón piel de sapo,"Pieza 3,92 kg aprox.",7.4,,ud.,Mercadona,2024-03-11 00:00:00
Cereales,Mini cereales rellenos de leche Hacendado,Caja 5 bolsitas (175 g),1.95,1.9,ud.,Mercadona,2024-03-11 00:00:00
Setas_y_champinones,Mix de setas intenso,Bandeja 235 g aprox.,3.96,,ud.,Mercadona,2024-03-11 00:00:00
